sku,name,country,region,proposed_subregion,classification,current_subregion,gap_type,subregion_action_source,confidence,reasoning,lane_recommendation,priority_score,priority_rank,priority_reason,live_product_id,overall_confidence,validation_status
WRW5750FS,E'Got  Merlot Sangiovese (750 ml),Italy,Emilia-Romagna,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1446,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-5264-1774263062981,0.85,validated
WRW5761AD,Concha Y Toro  Reservado Merlot,Chile,Central Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1447,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3494-1774263062968,0.95,validated
WRW5772DD,Pure Bred  Cabernet Sauvignon,USA,California,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1448,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4608-1774263062976,0.85,validated
WRW5773DD,Pure Bred  Old Vine Zinfandel,USA,California,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1449,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4609-1774263062976,0.85,validated
WRW5782DD,La Cour Des Dames  Pinot Noir,France,Languedoc-Roussillon,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1450,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4677-1774263062977,0.85,validated
WRW5783DD,La Cour Des Dames  Cabernet Sauvignon,France,Languedoc-Roussillon,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1451,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4696-1774263062977,0.85,validated
WRW5784DD,La Cour Des Dames  Merlot,France,Languedoc-Roussillon,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1452,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4697-1774263062977,0.85,validated
WRW5788DD,Notte Rossa  Negroamaro Di Terra D'otranto DOP,Italy,Puglia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1453,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4692-1774263062977,0.8,validated
WRW5792DD,Vivaldi  Bordolino,Italy,Veneto,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1454,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4541-1774263062976,0.85,validated
WRW5793BN,Echeverria  Reserva Merlot,Chile,Curico Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1455,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2714-1774263062965,0.88,validated
WRW5826AA,Allegrini  La Bragia IGT,Italy,Veneto,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1456,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3109-1774263062967,0.95,validated
WRW5862AD,Langmeil  Steadfast Shiraz Cabernet,Australia,Barossa Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1457,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3788-1774263062970,0.92,validated
WRW5863AD,Torbreck  Old Vines Grenache Mourvedre Shiraz,Australia,Barossa Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1458,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3554-1774263062969,0.93,validated
WRW5864AD,Concha Y Toro  Marques de Casa Concha Merlot,Chile,Rapel Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1459,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3528-1774263062968,0.95,validated
WRW5865AD,Baron de Lestac Bordeaux Rouge,France,Bordeaux,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1460,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3626-1774263062969,0.9,validated
WRW5866AD,"Zonin  ""Classico"" Primitivo di Puglia",Italy,Puglia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1461,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3575-1774263062969,0.88,validated
WRW5870DD,Angove  Chalk Hill Blue Shiraz Cabernet,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1462,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4640-1774263062976,0.9,validated
WRW5871DD,Angove  Anchorage Cabernet Merlot,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1463,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4661-1774263062977,0.9,validated
WRW5874DD,Aromo  Winemaker's Selection Cabernet Sauvignon - Syrah,Chile,Maule Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1464,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4496-1774263062975,0.9,validated
WRW5875DD,Aromo  Winemaker's Selection Pinot Noir,Chile,Maule Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1465,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4497-1774263062975,0.9,validated
WRW5876DD,Aromo  Reserva Privada Cabernet Sauvignon,Chile,Maule Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1466,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4585-1774263062976,0.9,validated
WRW5877DD,Aromo  Reserva Privada Malbec,Chile,Maule Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1467,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4586-1774263062976,0.9,validated
