sku,sku_base,name,classification,wine_color,style,country,region,subregion,appellation,vintage,brand,grape_variety,wine_body,wine_acidity,wine_tannin,flavor_tags,food_matching,overall_confidence,desc_en_short,desc_en_full,bottle_size,price,validation_status,enrichment_priority,quality_score_total,score_completeness,score_description,score_taxonomy,score_consistency,score_enrichment,scope,missing_fields,issues
WSP2453AA,WSP2453,Batasiolo  Pinot Chardonnay Spumante,Sparkling Wine,brilliant ruby,Chardonnay,Italy,,,,NV,Batasiolo,Chardonnay,Light,High,Low,"[""fruit"",""oak""]",Fish|Seafood,0.847,"A bright, fresh chardonnay with an aromatic bouquet of peaches and nectarines. The palate shows juicy fruit flavours of citrus and white peach, complemented by hints of soft, spicy oak.","<div class=""prod-desc"">
<p>A bright, fresh chardonnay with an aromatic bouquet of peaches and nectarines. The palate shows juicy fruit flavours of citrus and white peach, complemented by hints of soft, spicy oak.</p>
</div>",,865,validated,2,92,32,25,15,10,10,wine,region,Missing region
WWW0202AD,WWW0202,Domaine Laroche  Chablis Les Chanoines AOC,White Wine,Brilliant yellow.,,France,Burgundy,,,,Domaine Laroche,Chardonnay,Medium,Medium,Low,"[""mineral""]",Chicken|Fish|Seafood|Vegetables,0.778,"Brilliant yellow. Crisp, fresh and mineral on the nose. The mouth is refreshing, smooth and harmonious. food matching with dessert and cheese.","<div class=""prod-desc"">
<p>Brilliant yellow. Crisp, fresh and mineral on the nose. The mouth is refreshing, smooth and harmonious. food matching with dessert and cheese.</p>
</div>",,1199,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WWW0412FC,WWW0412,Louis Latour  Pouilly-Fuisse 1er Cru,White Wine,A brilliant pale yellow color.,,France,Burgundy,,,,Louis Latour,Chardonnay,Medium,Medium,Low,"[""earth"",""floral"",""mineral""]",Soft Cheese|Fish|Seafood,0.714,"<p>A brilliant pale yellow color. Its floral nose evokes scents of acacia and honeysuckle. Round and ample on the palate, it reveals aromas of yellow fruits.</p>",Pouilly-Fuissé is the name of a village in the Mâconnais producing highly distinctive Chardonnay wine. The vineyards producing this wine are part of a breath-taking landscape where the limestone and heavy clay soils combine to create a unique 'terroir'.,,3149,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WWW1195BN,WWW1195,Weingut Robert Weil  Riesling Kiedricher Trocken,White Wine,,Riesling,Germany,Rheingau,,,,Weingut Robert Weil,Riesling,Light,High,Low,"[""fruit"",""earth"",""mineral""]",Fish|Seafood|Spicy Food|Vegetables,0.916,Animating fruit with balanced acidity and sustainable body. By the juicy citrus and stone fruit flavors and subtle minerality a perfect accompaniment to meals to various dishes.,"<div class=""prod-desc"">
<p>Weingut Robert Weil Riesling trocken Kiedricher</p>
<p>The Weingut Robert Weil Riesling Kiedricher is a local wine from the pre-selection of the first and great locations. The Rheingau Riesling grows on the layers Kiedricher Turmberg, Kiedricher Graefenberg and Kiedricher mountain monastery. It grows best in medium to deep soils from phyllite slate and loam with sometimes inclines up to 60%. At an altitude of about 240 above sea level, the layers are on the sunny side of Kiedrich. The winds aerate the optimal positions. The phyllite slate is slender and d&uuml;nnschiefrig with a high mineral content. The slate proportion makes the soil loose and the roots of the Riesling can penetrate deep into the earth. The L&ouml;sslehmanteil ensures good water storage power supplies and the vines with water.</p>
<p>So the Weingut Robert Weil Riesling tastes Kiedricher
The characteristic of the Rheingau Riesling Kiedricher: Animating fruit with balanced acidity and sustainable body. By the juicy citrus and stone fruit flavors and subtle minerality a perfect accompaniment to meals to various dishes. A Riesling from Weingut Robert Weil, a lot of fun.</p>
</div>",,1419,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WWW1749AF,WWW1749,Joseph Drouhin  Laforet Chardonny de Bourgogne,White Wine,Pale straw yellow.,,France,Burgundy,Chablis,,,Joseph Drouhin,Chardonnay,Medium,Medium,Low,"[""fruit"",""spice"",""earth"",""oak"",""mineral""]",Chicken|Fish|Seafood|Vegetables,0.857,"""Full of life! A bouquet of citrus aromas, and then we find honey and vanilla. In the mouth, it's funky, spontaneous, striking. Really charming!"".","Vineyard

Site: LaFor&ecirc;t Bourgogne Chardonnay is made with the Chardonnay grape coming from the whole of Burgundy. It is often the entry level wine leading to the great white Burgundies: to drink it provides the simple pleasures of a classic Burgundy.
History & tradition: the name LaFor&ecirc;t (pronounced ""La-fo-ray"") is synonymous with quality. Joseph Drouhin takes great care in selecting the various cuv&eacute;es.
Soil: clay and limestone.

Vinification

Supply: grapes and must purchased from regular suppliers.
Press: pneumatic press.
""D&eacute;bourbage"": decanting of white wine to reduce sediment.

Composed like a perfume. V&eacute;ronique Drouhin and the blend of LaFor&ecirc;t.

""We have a good palette of aromas and flavours. Chablis, in the north, for the freshness and character, the C&ocirc;te d'Or for finesse and elegance, the M&acirc;connais to the south for the charm and fruitiness. With this structure, LaFor&ecirc;t is a faithful wine, and we rediscover these traits from year to year"".

Ageing

Stainless-steel vats (7 to 8 months).
One to two year old barrels for the wines of higher provenance.
Part of the wine is aged in oak barrels, and that changes a lot. Why? Because the marriage with oxygen happens more gently (as said by V&eacute;ronique Drouhin!). Result: the wine is not overly woody but is rich in aromas"".

Throughout the ageing process, decisions are taken only after careful tasting evaluation. The data obtained is then completed through technical analysis. As with every other Joseph Drouhin wine, absolute priority is given to the true expression of terroir and character of the vintage.

Tasting note by V&eacute;ronique Boss-Drouhin

""Full of life! A bouquet of citrus aromas, and then we find honey and vanilla. In the mouth, it's funky, spontaneous, striking. Really charming!"".

Vintage

The wines are highly seductive and pleasant; they are well-balanced and offer an attractive richness. The Grands Crus from the C&ocirc;te de Beaune deserve to be kept some extra years. The wines from the M&acirc;con area display riper aromas, providing a lot of charm.",,1929,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WWW1791AD,WWW1791,Trimbach  Gewurztraminer,White Wine,bright pale gold color.,Gewurztraminer,France,Alsace,,,,Trimbach Gewurztraminer,Gewürztraminer,Medium,High,Low,"[""fruit"",""spice"",""floral""]",Chicken|Fish|Seafood|Spicy Food,0.916,"Trimbach Gewurztraminer is a bright pale gold color. Aromas of cinnamon, nutmeg, lychee and rose petals. The taste is rich, intense, luscious and well balanced with a dry, spicy finish.","<div class=""prod-desc"">
<p>The fruitiest and the spiciest of the varietals &ndash; a unique wine.</p>
<p>It is in Alsace that this grape variety reaches the height of perfection.</p>
<p>Its dry personality makes it ideal as an aperitif and it pairs extremely well with specialty cuisine with pronounced flavors.</p>
<p>Pair with : Gewurztraminer is a fine accompaniment for fish or seasoned meats, spicy and exotic dishes, soft cheeses (such as the famous Munster), and a plethora of desserts.</p>
<p>Ageing Potential :  Minimum 5 years</p>
</div>",,1289,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WWW2198DJ,WWW2198,"Domaine Thibault Liger-Belair  Bourgogne Aligote ""Clos des Perrieres la Combe""",White Wine,Bright lemon-yellow.,,France,Burgundy,,,,Domaine Thibault Liger-Belair,Chardonnay,Medium,Medium,Low,"[""fruit""]",Cured Meat|Soft Cheese|Fish|Seafood|Pasta,0.857,"This Burgundy Aligoté La Combe is a spicy, fresh wine on notes of pear, apple and citrus, a touch of bitter lemon can also be found. Very round and rich aromas, a precise and complex wine.","This Burgundy Aligot&eacute; La Combe is a spicy, fresh wine on notes of pear, apple and citrus, a touch of bitter lemon can also be found. Very round and rich aromas, a precise and complex wine.",,2009,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WWW5110FJ,WWW5110,Messenez Family  Chateau M Sauvignon Blanc,White Wine,Golden with green reflexes,Sauvignon Blanc,France,Bordeaux,,,,Messenez Family,Sauvignon Blanc,Medium,High,Low,"[""herbal""]",Fish|Seafood|Spicy Food|Vegetables,0.916,"<p>Golden with green reflexes in color.  Aroma of grapefruit, fresh grass. Creamy, very good balanced on the palate. Pairing with appetizers, sea Food, white Meat or deserts.</p>","<div class=""prod-desc"">
<p>Chateau M wine is made in the classic French winemaking style and tradition, they are typical Bordeaux style wine.</p>
<p>The winery is created by Dominique Massenez family, the man behind the success of Chateau Los Boldos, which successfully combined old French winemaking techniques with Chile’s terroir potential and ability to produce outstanding wine grapes. The vineyard is planted with un-grafted vines whose rootstocks are from France before the Phylloxera crisis in France. In Chile, Phylloxera has never occurred.</p>
</div>",,699,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WWW5227AA,WWW5227,Michele Chiarlo  Roero Arneis Le Madri DOCG,White Wine,Intense straw yellow with brilliant green hues,,Italy,Piedmont,,Barbaresco,,Michele Chiarlo,Arneis,Light,High,Low,"[""fruit"",""herbal"",""earth"",""floral""]",Cured Meat|Fish|Pasta,0.83,"<p>Intense straw yellow with brilliant green hues, the wine offers notes of peach, tropical fruits, and acacia flower with an enjoyable savory finish.</p>","<div class=""prod-desc"">
<p>The Arneis grapes for Le Madri come from Roero, a small hillside area on the left bank of the Tanaro River, directly across from the Barbaresco zone on the right bank. The soil is rich in calcareous marl and sand with traces of clay, with very good drainage. Fruit is hand harvested and soft pressed, then undergoes controlled temperature fermentation to maintain the aromas. The wine spends three months on fine lees within stainless steel vats.</p>
<p>Testing Noted</p>
<p>Intense straw yellow with brilliant green hues, the wine offers notes of peach, tropical fruits, and acacia flower with an enjoyable savory finish.</p>
</div>",,1285,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WWW5388AH,WWW5388,Abbotts & Delaunay  Sauvignon Pay D'Oc,White Wine,Pale yellow robe.,Sauvignon Blanc,France,Languedoc,,,Current vintage,Abbotts & Delaunay,,Medium,Medium,Low,"[""fruit""]",Fish|Seafood,1,"Pale yellow robe. Aromas of redcurrant, passion fruit, strawberry, lemon,
honeysuckle, silica. Very aromatic and fresh palate with a rich and round finish.","The grapes for this wine come from four terroirs: the Hérault plain which gives fruit and roundness, the Gard, the Aude valley which brings complex aromas, and the eastern part of the Aude area, a colder region where the grapes give freshness to the wine.",750 ml,719,validated,2,92,32,25,20,5,10,wine,grape_variety,"Vintage not clean 4-digit year: ""Current vintage"""
WWW5413FJ,WWW5413,Domaine De La Cornasse  Chablis,White Wine,"Very beautiful pale white gold color with green highlights. Brilliant, bright, clear.",,France,Burgundy,,,,Domaine De La Cornasse,Chardonnay,Medium,Medium,Low,"[""mineral""]",Chicken|Fish|Vegetables,0.658,"Powerful with a beautiful mineral imprint highlighting the fruit, and the fine plant. Ample and lively in a strong and racy structure.","<div class=""prod-desc""><p>Powerful with a beautiful mineral imprint highlighting the fruit, and the fine plant. Ample and lively in a strong and racy structure.</p></div>",,1489,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WWW5431GQ,WWW5431,Domaine du Chardonnay  Chablis Paradis,White Wine,,Chardonnay,France,Burgundy,,,,Domaine du Chardonnay,Chardonnay,Medium,High,Low,"[""fruit"",""spice"",""oak""]",Fish|Seafood,0.727,"<p>Lemony nose with notes of lime trees and vanilla. Powerful, round and delicious palate, aromas of citrus fruits and toast.</p>","<div class=""prod-desc""><p><p>Lemony nose with notes of lime trees and vanilla. Powerful, round and delicious palate, aromas of citrus fruits and toast.</p></p></div>",,2199,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WWW5432GQ,WWW5432,Domaine du Chardonnay  Chablis ler Cru Montmain,White Wine,,Chardonnay,France,Burgundy,,,,Domaine du Chardonnay,Chardonnay,Medium,High,Low,"[""fruit"",""herbal"",""floral""]",Fish|Seafood,0.727,"Ripe lemon, white flowers, and a minty aroma. Beautifully lively with a long finish, featuring notes of
lemon and tropical fruit.","<div class=""prod-desc""><p>Ripe lemon, white flowers, and a minty aroma. Beautifully lively with a long finish, featuring notes of
lemon and tropical fruit.</p></div>",,2499,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WWW5951GW,WWW5951,Pictor Sauvignon Blanche,White Wine,Pale bright yellow color.,Sauvignon Blanc,Chile,Central Valley,,,Current vintage,Pictor,,Light,High,Low,"[""fruit"",""floral""]",Fish|Seafood,0.796,"Pale bright yellow color. The
aroma of blended citrus notes,
lime, and grapefruit. On the
palate, it is a fresh and crisp
wine with citrus notes mixed
with floral touches","<div class=""prod-desc""><p>Pale bright yellow color. The
aroma of blended citrus notes,
lime, and grapefruit. On the
palate, it is a fresh and crisp
wine with citrus notes mixed
with floral touches</p></div>",750 ml,480,validated,2,92,32,25,20,5,10,wine,grape_variety,"Vintage not clean 4-digit year: ""Current vintage"""
