sku,name,classification,country,region,subregion,short_description,description,updated_at,magento_readiness,quality_blockers,quality_warnings,current_validation_status,enrichment_quality_grade,review_priority,popularity_revenue_90d,popularity_orders_90d,wn_stock
LSK0062AR,Houki No Indama  Honjo Dry (1.8 L),Wine product,Japan,Yamagata,Honjo,,Houki No Indama  Honjo Dry (1.8 L),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0063AR,Houki No Indama  Honjo Dry (720 ml),Wine product,Japan,Yamagata,Honjo,,Houki No Indama  Honjo Dry (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0064AR,Houki No Indama  Honjo Dry (300 ml),Wine product,Japan,Okayama,Honjo,,Houki No Indama  Honjo Dry (300 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0066AR,Suminoe  Tokubetsu Junmai (1.8 L),Wine product,Japan,Hyogo,Nada,,Suminoe  Tokubetsu Junmai (1.8 L),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0067AR,Suminoe  Tokubetsu Junmai (720 ml),Wine product,Japan,Hyogo,Nada,,Suminoe  Tokubetsu Junmai (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0069AR,Suminoe  Nakakumi Junmai (720 ml),Wine product,Japan,Hyogo,Nada,,Suminoe  Nakakumi Junmai (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0080AR,Asamai  Osagekko (300 ml),Wine product,Japan,,,,Asamai  Osagekko (300 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short; beverage_region_missing,,validated,,LOW,0,0,0
LSK0085AR,"Asamai  Junmai Daiginjo 45"" (1.8 L)",Wine product,Japan,Nagano,Matsumoto,,"Asamai  Junmai Daiginjo 45"" (1.8 L)",2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0095AR,Tengumai Nigorizake (720 ml),Wine product,Japan,Ishikawa,Kanazawa,,Tengumai Nigorizake (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0110AF,Kiku Masamune  Junmai (1.8 L),Wine product,Japan,Hyogo,Kobe,,Kiku Masamune  Junmai (1.8 L),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0135AB,Masumi  Junmai Ginjo karakuchi kiippon (1.8 L),Sake/Shochu,Japan,Nagano,Nagano,"Karakuchi 'dry backbone' Junmai Ginjo from Suwa, brewed on Kyokai No. 7 — the yeast Masumi gave the world in 1946.","<p>In 1946, Masumi's brewers isolated a yeast strain from their Suwa fermentation tanks that would go on to define modern sake: <strong>Kyokai Yeast No. 7</strong>, now deployed by over 60% of Japan's breweries. The Karakuchi Kiippon is built entirely on that lineage, fermented in the <strong>yamahai yeast-starter method</strong> — a two-week natural lactic-acid cultivation in the shubo tank, without commercially added lactic acid — a process Masumi applies across its entire range rather than reserving it for premium tiers alone. The brewery sits at the junction of the ancient Koshu Kaido road and the Kirigamine Highlands approach in Suwa Basin, drawing snowmelt water from the <strong>Yatsugatake (Eight Peaks) Range</strong>; the cold alpine climate and mineral-clean water drive the pronounced natural acidity that defines the house style. Rice is <strong>Miyama Nishiki</strong>, grown in Nagano and milled in-house to Junmai Ginjo specification (≤60% remaining grain), then fermented through three-stage sandan-jikomi in temperature-controlled tanks. What sets Kiippon apart within the Masumi range is its deliberate <em>karakuchi</em> (dry) profile — the yamahai lactic backbone amplified rather than softened, producing a sake structured for sustained food pairing rather than standalone sipping. The 1.8 L magnum format preserves freshness through reduced oxygen exposure per volume, making it the format of choice for high-turnover table service.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,A,LOW,0,0,0
LSK0157AB,Kirinzan  Junmai Green Bottle (1.8 L),Sake/Shochu,Japan,Niigata,Niigata,"Niigata Tanrei Karakuchi in magnum: 100% Aga-machi rice, soft Tokonami River water, cold-fermented with G901 yeast for a razor-dry, umami-threaded finish.","<p>In 1882, third-generation brewer Tokukichi Saito renamed the family operation <strong>Kirinzan</strong> after the forested mountain rising behind the brewery in Aga-machi — a deliberate act of place-claiming that still defines the house philosophy today. The brewery sits at the foot of Mt. Kirinzan, surrounded by roughly 94% beech and cedar forest; snowmelt and rainfall filter through those forest soils into the <strong>Tokonami River basin</strong>, yielding exceptionally soft, low-mineral water that is the structural backbone of every Kirinzan expression. Soft water slows saccharification and fermentation, enabling the extended cold fermentation that produces Niigata's signature <em>Tanrei Karakuchi</em> — light-bodied, bone-dry, and clean.</p><p>This Junmai is brewed with <strong>Gohyaku-mangoku rice milled to ≤70% seimaibuai</strong>, fermented with proprietary <strong>G901 yeast</strong> via the sokujo moto method, and tank-aged in stainless steel before pasteurization — a deliberately unadorned process that refuses to mask the rice and water with aromatic engineering. The 1.8 L magnum format is the traditional <em>isshobin</em>, historically the vessel of choice for izakaya and family tables, and Kirinzan's commitment to treating this everyday format as a serious terroir expression is the brewery's most transgressive stance: nearly 30 years of collaboration with <strong>55 local Aga-machi growers</strong> and an in-house agricultural division ensure 100% locally sourced rice even at this tier. The result is a sake whose delicate umami backbone and sharp, clean finish reward both chilled aperitif service and warm <em>kan</em> at 45°C.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,A,LOW,0,0,0
LSK0163AB,Tedorigawa  Junmai Daiginjo Honryu (720 ml),Sake/Shochu,Japan,Ishikawa,Kaga,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
LSK0164AB,Tedorigawa  Shukon Ginjo (720 ml),Sake/Shochu,Japan,Akita,Kamioka,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
LSK0165AB,Tedorigawa  Shukon Ginjo (1.8 L),Sake/Shochu,Japan,Ishikawa,Ishikawa Prefecture,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
LSK0167AB,Tedorigawa  Ymahai Jikomi Jyunmaishu (1.8 L),Sake/Shochu,Japan,Akita,Akita Prefecture,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
LSK0177AB,Kozaemon  Junmai Ginjo Shinano Miyamanishiki (300 ml),Sake/Shochu,Japan,Nagano,Nagano,"Miyama Nishiki polished to 55% from Kozaemon's umakuchi-philosophy brewery, brewed with 98%-humidity koji and four-stage yodan fermentation.","<p>Founded in 1702 by Nakashima Kozaemon in Mizunami City, Gifu, this brewery made a deliberate commercial declaration in the early 2000s: reject the light, dry <em>tanrei karakuchi</em> mainstream and champion <strong>umakuchi</strong> — rich, umami-forward sake built for food. That philosophy is not marketing; it is encoded in the production method. <strong>Koji is cultivated at approximately 98% humidity</strong>, maximising enzyme activity and driving deeper starch conversion than standard cultivation achieves. Fermentation then follows a <strong>four-stage yodan addition</strong> rather than the industry-standard three-stage sandan shikomi — the fourth rice-and-water addition extending mash complexity and amplifying rice-derived umami extraction. The water source is a natural underground spring fed by snowmelt from <strong>Mt. Byobu (Byobuzan)</strong>, filtered through the forested, cool-humid microclimate of Mizunami's mountainous terrain, lending a clean mineral backbone to the ferment. This expression uses <strong>Shinano Miyama Nishiki</strong> rice — a cold-climate variety developed in Nagano Prefecture — polished to <strong>55% seimaibuai</strong>, qualifying it firmly in the Junmai Ginjo tier. What distinguishes it within the Kozaemon range is the pairing of a delicate ginjo-grade polish with the brewery's characteristically amplified umami technique — a combination most ginjo producers deliberately avoid in favour of aromatic lightness. The result sits at the intersection of floral ginjo lift and the textural richness the house is built on.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,A,LOW,0,0,0
LSK0178AB,Kozaemon  Junmai Ginjo Shinano Miyamanishiki (720 ml),Sake/Shochu,Japan,Nagano,Nagano,"Miyama Nishiki polished to 55% from Nagano, brewed with 98%-humidity koji and four-stage yodan fermentation for umami depth over dry austerity.","<p>Founded in 1702 by Nakashima Kozaemon in Mizunami City, Gifu, this brewery made a deliberate commercial break from Japan's post-1970s <em>tanrei karakuchi</em> orthodoxy — light, dry sake built for volume — by championing <strong>umakuchi</strong>: rich, umami-forward brewing designed for food. That philosophy is not marketing; it is encoded in the production method.</p><p>Water comes from a natural underground spring fed by snowmelt off <strong>Mt. Byobu (Byobuzan)</strong>, filtered through the forested, cool-humid microclimate of Mizunami's mountainous terrain — conditions that favour slow, low-temperature fermentation and clean mineral character in the base liquid.</p><p>The Shinano Miyama Nishiki is brewed with <strong>Miyama Nishiki rice polished to 55% seimaibuai</strong> (Junmai Ginjo tier), koji cultivated at <strong>98% humidity</strong> to maximise enzyme activity, and — critically — <strong>four-stage yodan fermentation</strong> rather than the standard three-stage sandan shikomi. That fourth addition of rice and water extends mash development, extracting rice-derived umami compounds beyond what conventional ginjo brewing achieves. No distilled alcohol is added.</p><p>Miyama Nishiki is a cold-climate Nagano variety rarely used outside its home prefecture, giving this expression a regional specificity absent from Yamada Nishiki-dominant ginjo tiers. Expect a drinking window that rewards near-term consumption while the rice character remains vivid.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,A,LOW,0,0,0
LSK0305AR,Niwa No Uguisu  Junmai Daiginjo 45 (720 ml),Wine product,Japan,Nagano,Matsumoto,,Niwa No Uguisu  Junmai Daiginjo 45 (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0406AR,Hitakami Nakadori  Junmai Daiginjo (720 ml),Sake,Japan,Miyagi,Sendai,,Hitakami Nakadori  Junmai Daiginjo (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0443FS,Kunizakari Peach No Osake (300 ml),Wine product,Japan,,,Peach liqueur from Handa City's 1844 kura — brewed on the Chita Peninsula where Kunizakari also cultivates its own ume fruit in-house.,"<p>Founded in 1844 by the Nakano family on Aichi's Chita Peninsula — historically one of Japan's foremost brewing hubs thanks to abundant natural spring water and maritime access — Kunizakari built its reputation on bold, food-forward sake before expanding into fruit liqueurs. <strong>Peach No Osake</strong> sits within that same philosophy: a sake-base fruit liqueur produced at the Handa City brewery, where the house approach to fermentation combines sensor-driven temperature monitoring with toji craftsmanship. The Chita Peninsula's warm, stable climate (annual average ~15.5°C) and natural spring water underpin the base, while peach fruit is layered over the brewery's characteristic full-bodied, umami-rich foundation. <strong>Kunizakari operates its own Kuni Zakari Farm for in-house ume cultivation</strong>, signalling a vertically integrated approach to fruit sourcing that is rare among traditional kuras. What distinguishes this expression within its category is the deliberate tension between the brewery's robust, savoury house style and the sweetness of peach — a combination engineered for Aichi's bold culinary culture rather than the delicate, aromatic profile typical of Japanese fruit liqueurs. NV by convention; serve well-chilled or over ice.</p>",2026-06-02T14:04:44Z,HOLD,beverage_region_missing,,validated,A,LOW,0,0,0
LSK0444FS,Kunizakari Peach No Osake (720 ml),Wine product,Japan,,,"Peach liqueur from Handa City's 1844 Nakano Brewery — fruit-forward, low-tannin, built for bold Aichi table culture.","<p>Founded in 1844 by the Nakano family on the Chita Peninsula, Nakano Sake Brewery built its reputation on sake engineered for Aichi's assertive culinary culture — rich miso broths, grilled meats, strong umami. <em>Peach No Osake</em> extends that food-forward philosophy into a fruit liqueur format, drawing on the same abundant natural spring water of the Chita Peninsula that underpins every Kunizakari expression. The brewery also operates <strong>Kuni Zakari Farm</strong> for in-house fruit cultivation, a rare vertical-integration move that gives the production team direct control over raw material quality — though the specific fruit sourcing for this peach expression is not publicly confirmed. Technically, this is a sake-base fruit liqueur: the nihonshu fermentation platform (koji-driven saccharification, sandan-jikomi moromi) provides a subtly ricey, umami-tinged backbone that distinguishes it from neutral-spirit fruit liqueurs. <strong>No wood aging is used</strong>; the profile is tank-fresh, preserving primary peach aromatics without oak interference. What sets this apart in its category is that underlying sake structure — a faint lactic grain note beneath the fruit — that no Western peach schnapps or crème de pêche can replicate. Serve well-chilled or over ice; as a NV expression, there is no meaningful cellaring upside.</p>",2026-06-02T14:04:44Z,HOLD,beverage_region_missing,,validated,A,LOW,0,0,0
LSK0470AB,Bojimaya Junmai Daiginjo Yamada-Nishiki (720 ml),Sake/Shochu,Japan,Nagano,Matsumoto,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
LSK0471AB,Bojimaya Junmai Cho Karakuchi Hi-Ire (720 ml),Sake/Shochu,Japan,Japan,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
LSK0472AB,Bojimaya Junmai Muroka Nama Genshu (720 ml),Sake/Shochu,Japan,Niigata,Niigata Prefecture,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
LSK0495AB,Eikofuji Junmai Ginjo Asagao Label (720 ml),Sake/Shochu,Japan,Nagano,Matsumoto,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
LSK0496AB,Eikofuji Honjozo Karakuchi (720 ml),Sake/Shochu,Japan,Niigata,Niigata Prefecture,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
LSK0512AB,Kariho Junmai Ginjo Kawasemi Label (720 ml),Sake/Shochu,Japan,Niigata,Kariho,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
LSK0514AB,Kariho Kassei Junmai Rokushuu (720 ml),Sake/Shochu,Japan,Kumamoto,Kumamoto Prefecture,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
LSK0518AB,Kinmon Akita Junmai X3 (720 ml),Sake/Shochu,Japan,Akita,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
LSK0523AB,Kirinzan Shooting Star (720 ml),Sake/Shochu,Japan,Niigata,Niigata,"Niigata Tanrei Karakuchi from Aga-machi's beech-filtered snowmelt — 100% locally grown Gohyakumangoku, cold-fermented with G901 yeast for razor-dry precision.","<p>In 1882, third-generation brewer Tokukichi Saito renamed the family operation — founded in 1843 at the foot of Mt. Kirinzan — after the mountain itself, anchoring the brewery's identity to a single place. That commitment to place became literal: after nearly 30 years of collaboration with 55 local Aga-machi farmers, Kirinzan achieved 100% locally sourced rice, supported today by an in-house agricultural division established in 2011. <strong>Shooting Star draws on Gohyakumangoku rice, Niigata's signature variety, polished to 55% (seimaibuai)</strong>, grown within 10 km of the brewery in a valley where 94% of the surrounding land is dense beech and cedar forest. The brewery's water — drawn from the Tokonami River basin and naturally filtered through those forest soils — is characteristically soft and low-mineral, the physical foundation of Niigata's <em>Tanrei Karakuchi</em> (light and dry) style. <strong>Fermentation proceeds via sokujo moto starter using proprietary G901 yeast</strong>, a Niigata-associated strain that drives extended cold fermentation without generating the high-ester aromatic profile typical of ginjo-focused breweries. The result is a Junmai Ginjo that deliberately refuses aromatic showmanship: delicate umami backbone, a clean mid-palate, and a finish that cuts sharply rather than lingers sweetly. Tank-aged in stainless steel and pasteurized before bottling at 15–16% ABV, it is not genshu. The special feature here is philosophical: Kirinzan treats this accessible tier with the same craft rigour as its Junmai Daiginjo, making terroir-driven restraint the point rather than a compromise.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,A,LOW,0,0,0
